task_run__finish_time,DistributionOfEffort,PublicContribution,SustainedEngagement,ProjectAppeal
2014-07-14,0.2436424394319131,54.879999999999995,0.005960392517592592,37.24
2014-07-21,0.21686722247320223,3.2326388888888893,0.00048196582871174126,8.847222222222223
2014-07-28,0.23591331269349847,1.7645429362880884,0.030938110080345232,2.578947368421052
2014-08-04,0.3794046172539489,1.9933431952662721,0.10255650138680864,0.8698224852071006
2014-08-11,0.3475187969924812,0.8374023437500001,0.04542859608417087,0.47851562500000006
2014-08-18,0.08258394065590835,0.1990625,2.19253199182581e-05,4.8999999999999995
2014-08-25,0.07847068211897734,0.13309189678587596,8.510198755511962e-06,13.33137166138524
2014-09-01,0.09260626940274974,0.1008230452674897,2.3647222801719757e-05,1.2938957475994513
2014-09-08,0.11419207122185937,0.06584251545283527,4.054023768376681e-06,1.8304219295888207
2014-09-15,0.12675571414039455,0.08477508650519032,2.0260463698857814e-05,0.4344723183391004
2014-09-22,0.14831168831168828,0.04355555555555556,0.002442816051220165,0.24391111111111113
2014-09-29,0.2195086139389193,0.08744794765020822,0.013522492342739594,0.11659726353361097
2014-10-06,0.2528604118993135,0.03711652569120061,0.02087047408222093,0.16083827799520264
2014-10-13,0.23271889400921664,0.03721788194444445,0.03138021114371783,0.11697048611111112
2014-10-20,0.3279842914212201,0.06466207936657556,0.009469849463082533,0.12470543877839572
2014-10-27,0.16704582385440359,0.04049586776859505,6.617096062901745e-06,0.3604132231404959
2014-11-03,0.2503222621431118,0.0536927460004383,0.014975359909401943,0.06801081160055518
2014-11-10,0.25801526717557255,0.023900884495317375,4.375341752087187e-06,0.1338449531737773
2014-11-17,0.36936713568462154,0.09422527824718838,0.027140368431581106,0.04854029485461219
2014-11-24,0.4833831545630385,0.09262759924385633,0.03337311517855458,0.028302877546733878
2014-12-01,0.43368183681836814,0.08972651605231866,0.017704269113155636,0.027966706302021402
2014-12-08,0.3036078149346758,0.0742295706371191,0.016267177688447657,0.03817520775623268
2014-12-15,0.2901000606428138,0.07171393536648075,0.01953208036468886,0.03294964597919386
2014-12-22,0.1332196452933151,0.03467484395412977,6.8108947188519805e-06,0.07112788503411235
2014-12-29,0.3177012956044829,0.06876273848107187,0.001970158774485031,0.03765578535868221
2015-01-05,0.14386363636363642,0.012854938271604936,7.017778459272834e-05,0.045370370370370366
2015-01-12,0.2393722832093126,0.04554033572592867,0.0014194757223549123,0.039234750779261626
2015-01-19,0.2847062211981567,0.011717504516951853,3.963393088949877e-05,0.036454458497183546
2015-01-26,0.3862736066328881,0.03274671419024281,0.003654927905814521,0.01576693646196876
2015-02-02,0.29224318658280923,0.006795488165680473,2.7100196655460707e-06,0.06115939349112426
2015-02-09,0.3121198635217327,0.013250405624661978,0.005234159981268779,0.01908058409951325
2015-02-16,0.3987820089515005,0.010936612287963639,0.0027413330894675643,0.020878987095203312
2015-02-23,0.3489214992927864,0.01681890124139509,0.00725568755748336,0.014950134436795635
2015-03-02,0.3734817813765182,0.013196638896868715,0.002348503150390604,0.01671574260270037
2015-03-09,0.4643048845947396,0.018256024657487848,0.018082598115830944,0.0074683737235177565
2015-03-16,0.4457831325301205,0.012544,0.008043808252177962,0.007056
2015-03-23,0.41000000000000003,0.006305924389468425,0.005542068282063527,0.0074187345758452055
2015-03-30,0.3324035332403533,0.007084098367765908,0.003445245839060717,0.006375688530989317
2015-04-06,0.34398496240601506,0.012009640391606867,0.021692137837465396,0.004670415707847115
2015-04-13,0.3675629732653377,0.00951037730966306,0.008632554793147645,0.011412452771595671
2015-04-20,0.4443483275663207,0.00814404432132964,0.014810995946761397,0.0072391505078485685
2015-04-27,0.31756756756756754,0.007758256708575718,0.005405848073584662,0.009194970913867517
2015-05-04,0.39600153787005,0.019183230612632968,0.020310199942414446,0.004932830728962763
2015-05-11,0.29664179104477617,0.013431873152378393,0.014647712196418788,0.004213920988981457
2015-05-18,0.2511671335200747,0.002000632853249497,0.013522115569019812,0.00700221498637324
2015-05-25,0.1827036868456987,0.0047851562499999995,0.0028874526059326174,0.006220703125
2015-06-01,0.49189189189189186,0.003665983970672128,0.0005855632930265384,0.005040727959674176
2015-06-08,0.35930735930735935,0.010102549392233496,0.0006308370478900917,0.004392412779231955
2015-06-15,0.35396825396825393,0.0021069650243805953,0.0019593210485558594,0.004213930048761191
2015-06-22,0.45398351648351654,0.010722189192759942,0.01178439161463561,0.0032368873034746993
2015-06-29,0.5063829787234042,0.00395467458677686,0.014915304042367553,0.00197733729338843
2015-07-06,0.4708670197936995,0.004113122310063795,0.00972084060337373,0.006356643570098593
2015-07-13,0.40077220077220077,0.0014394723893038387,0.01432126954005141,0.002519076681281718
2015-07-20,0.3855028843742162,0.006931869624264372,0.009686269350184542,0.003119341330918968
2015-07-27,0.5041876046901173,0.003674440482926463,0.009708869717598793,0.0030063603951216516
2015-08-03,0.4746031746031746,0.006800113665651166,0.013904337370272789,0.0016190746822978966
2015-08-10,0.6046511627906976,0.00652881497884004,0.0007317703366346788,0.0015544797568666764
2015-08-17,0.15372683484366068,0.0021015096559160863,1.784690997268559e-07,0.010807763944711302
2015-08-24,0.23956647540581633,0.002320611410067428,6.072363411797582e-07,0.006091604951426998
2015-08-31,0.24165162454873645,0.0018228749341819097,0.00023179188407681543,0.004487076761063163
2015-09-07,0.5683229813664596,0.0029840830449826988,0.0019178260530981033,0.00271280276816609
2015-09-14,0.3684684684684685,0.0009232293107810575,0.006376760930394314,0.0026377980308030214
2015-09-21,0.34512578616352196,0.0012712677912630175,0.00572627660686309,0.002034028466020828
2015-09-28,0.31898870360408826,0.0022170162279555186,0.00029404433001742125,0.002709686500834523
2015-10-05,0.27699530516431925,0.0023878095015325844,9.19284457936561e-08,0.0035817142522988764
2015-10-12,0.21241434905280132,0.0020841209829867676,0.003987467004266272,0.0034735349716446128
2015-10-19,0.26331360946745563,0.003931881021051039,0.006977623416889706,0.002246789154886308
2015-10-26,0.18848354792560806,0.0013085509800779794,0.001862102123024929,0.002617101960155959
2015-11-02,0.5658602150537635,0.016307847908679514,0.008166201088209243,0.0012707413954815205
2015-11-09,0.48059454995871176,0.00909056411251049,0.012927123103561792,0.001446226108808487
2015-11-16,0.47685185185185186,0.001599836751351903,0.0027784262624576768,0.0011998775635139274
2015-11-23,0.37341895310371664,0.0056387993841367605,0.0013110675422011602,0.0017499722226631325
2015-11-30,0.548172757475083,0.008132591737719092,0.01136177488172685,0.0013239102828845033
2015-12-07,0.49087893864013266,0.0031407295692336694,0.0004271265529811341,0.0016627391837119427
2015-12-14,0.33288349077822765,0.0008957002730971855,1.5798345072727751e-06,0.002328820710052682
2015-12-21,0.5095948827292112,0.0026264914719429963,0.0017676647911686989,0.001225696020240065
2015-12-28,0.48278388278388273,0.009175743578539997,0.010887441146827392,0.0008496058869018516
2016-01-04,0.28125,0.0031927297668038414,8.522152694365856e-06,0.0010082304526748973
2016-01-11,0.1977704376548307,0.002905128770985603,0.00011893718943636367,0.001613960428325335
2016-01-18,0.40992749581706633,0.004878534448426922,2.4113203294579417e-05,0.0017310928687966497
2016-01-25,0.5885036496350364,0.0023106232080881244,0.003432922520637059,0.0012323323776469997
2016-02-01,0.4127218934911243,0.0025459680179959906,0.0064170061769341135,0.0005990512983519978
2016-02-08,0.2441860465116279,0.0001466696998359694,0.002101187629278916,0.0008800181990158164
2016-02-15,0.52,0.0035795164000292207,0.010158187261071476,0.0007159032800058442
2016-02-22,0.3887614678899083,0.0006270457188844559,7.752309946983711e-05,0.0011147479446834772
2016-02-29,0.43457943925233644,0.002313888888888889,0.006902726013229344,0.0008166666666666667
2016-03-07,0.2868825100133512,0.00113041425000475,0.0010266510357470828,0.0010639192941221175
2016-03-14,0.3526570048309179,0.0013039926124826689,0.004357055731585164,0.001173593351234402
2016-03-21,0.6,0.0002541223573219653,0.00016324200189676987,0.0006353058933049132
2016-03-28,0.1954022988505747,0.0009971281691251472,0.0006270230776886107,0.0008724871479845039
2016-04-04,0.36424613589967925,0.0021873643747287496,0.00046750011573339263,0.0010936821873643748
2016-04-11,0.19148166023166024,0.0016049436632020267,7.773426021233639e-07,0.001664386021098398
2016-04-18,0.19920424403183024,0.0006398370374239378,2.675717512574493e-06,0.0011633400680435232
2016-04-25,0.319952774498229,0.000916495992668032,4.072142440678879e-07,0.000801933993584528
2016-05-02,0.4933333333333333,0.000894478874782085,0.01053432228958959,0.00033542957804328185
2016-05-09,0.5034013605442177,0.0013098685676097128,0.0023010906325666445,0.0006549342838048564
2016-05-16,0.38829787234042556,0.0007528120713305899,0.010001039614753722,0.0004301783264746228
2016-05-23,0.292358803986711,0.0010473308026401286,0.0036427467420980606,0.0005236654013200643
2016-05-30,0.44999999999999996,0.0015437933207309389,0.005063309726612275,0.0004116782188615837
2016-06-06,0.3233699633699634,0.0017097560775363094,8.299113743697218e-07,0.0013074605298807071
2016-06-13,0.3076923076923077,0.0016759720335999197,5.766702703069375e-05,0.0012816256727528799
2016-06-20,0.4282447112635792,0.0020298099987375333,1.7058507728212258e-05,0.0008699185708875143
2016-06-27,0.44886039886039886,0.005781867490971273,0.00011921492563390816,0.0009478471296674218
2016-07-04,0.4708083832335329,0.002851141601294222,0.00029080203241288124,0.0007478404200115992
2016-07-11,0.41145833333333337,0.0004103936615117749,0.009137826489013897,0.0005471915486823665
2016-07-18,0.2809278350515464,0.00031403297071528106,0.009183828658701373,0.00035889482367460694
2016-07-25,0.4772727272727273,0.0013207167448914317,1.894628493759988e-07,0.0006163344809493348
2016-08-01,0.4814814814814815,0.0009073930043438464,0.00437291045504681,0.00034567352546432245
2016-08-08,0.29655612244897955,0.0005499714222071036,6.08889843740357e-08,0.0006768879042548968
2016-08-15,0.5735294117647058,0.0010828011402558948,0.0019470176595040127,0.0003331695816171984
2016-08-22,1.0,0.0038442534836982283,0.009041147871637812,8.179262731272827e-05
2016-08-29,0.6111111111111112,0.000367117585848075,0.004518226821575876,0.00016316337148803334
2016-09-05,0.8518518518518519,0.00023613661225886358,0.003961967090007621,0.00023613661225886358
2016-09-12,0.5758196721311475,0.0005039357620347296,0.0020058982408096607,0.0006202286301965903
2016-09-19,0.4193548387096774,0.0001519829903118598,0.00014193690965914727,0.0002279744854677897
2016-09-26,0.4285714285714286,0.0009335467154397197,0.001130785961242817,0.0002987349489407103
2016-10-03,1.0,0.017293528931180316,0.008578568602636187,7.358948481353326e-05
2016-10-10,0.6044176706827309,0.000868115790110862,4.3006813656855477e-07,0.000434057895055431
2016-10-17,0.6987179487179487,0.0009602264479605168,1.7657405415672056e-07,0.0002845115401364494
2016-10-24,0.3864306784660767,0.00034888158531792374,1.7682388924330832e-08,0.00020932895119075423
2016-10-31,0.4137931034482759,0.0003431252407128602,2.054342284934001e-08,0.0003431252407128602
2016-11-07,0.44241164241164244,0.0007425224272080055,2.8612623369797705e-08,0.0008775265048821884
2016-11-14,0.7119205298013245,0.005037109452119888,0.0040818190870155514,0.00013343336297006326
2016-11-21,0.5637254901960784,0.0006207030812474333,5.513986923961268e-08,0.00026134866578839296
2016-11-28,0.37142857142857144,0.00012858715519288732,1.670512401721763e-05,0.00045005504317510557
2016-12-05,0.6785714285714286,0.00034801136363636365,0.007546221734895841,0.00025309917355371904
2016-12-12,0.6416666666666666,0.0009363105034930115,0.0037469356005400967,0.00024968280093146973
2016-12-19,0.43999999999999995,6.144593572755123e-05,0.007453523926983221,0.00030722967863775613
2016-12-26,1.0,6.049382716049382e-05,0.003869238737071665,0.00024197530864197527
2017-01-02,0.36363636363636365,0.00011886510508645616,1.3045081976211433e-07,0.0003565953152593685
2017-01-09,1.0,0.0015283677775924972,0.007662259886075026,5.878337606124989e-05
2017-01-16,0.2781228433402346,0.0004621328136696999,3.502550326695675e-08,0.0004043662119609874
2017-01-23,0.38601823708206684,0.00011428891304246417,6.034139228499949e-07,0.0004000111956486246
2017-01-30,0.3161764705882353,0.0001398248593761414,2.4343174638670576e-09,0.00022371977500182627
2017-02-06,0.8378378378378378,0.0006640458688554583,0.00010470379835771516,0.00016601146721386458
2017-02-13,1.0,0.0014752305117366128,0.007392504676647698,5.4638167101356035e-05
2017-02-20,0.5703125,0.0007505996043486631,1.442238529157686e-08,0.00021445702981390377
2017-02-27,0.5357142857142857,0.00018493178012204416,5.487506099493816e-09,0.00021135060585376477
2017-03-06,0.75,0.0005988946753108724,0.004789601774181719,0.00020831119141247737
2017-03-13,1.0,0.000519705867691371,0.007210781500291872,5.1970586769137096e-05
2017-03-20,0.9428571428571428,0.0017676312195624723,0.006942224397542611,0.00010100749826071271
2017-03-27,0.3589743589743589,0.0001995762060359583,3.7643001094010974e-09,0.00029936430905393743
2017-04-03,0.4077163712200208,0.0006395556644350825,1.2794430398037222e-07,0.00034437612700350594
2017-04-10,1.0,0.0038325784015247138,0.006964546598543557,4.851365065221157e-05
